id;velocidad_viento_10m;presion_superficie;temp_suelo_7cm;humedad_suelo_7cm;temp_suelo_250cm
625;0.8;715.9;10.0;0.434;11.6
626;8.0;1012.7;27.5;0.450;27.0
627;2.1;894.7;21.6;0.386;22.4
628;6.8;717.3;14.3;0.422;11.6
629;2.9;1014.5;25.5;0.488;27.0
630;6.1;895.5;23.0;0.423;22.4
631;2.1;714.6;10.7;0.429;11.6
632;2.1;1012.1;26.8;0.509;27.0
633;1.9;893.0;21.0;0.427;22.4
634;0.8;716.4;11.5;0.439;11.6
635;3.2;1012.9;25.6;0.510;27.0
636;4.2;894.8;22.6;0.428;22.4
637;1.5;715.0;8.9;0.418;11.6
638;5.2;1009.6;28.5;0.491;27.0
639;3.4;894.0;20.6;0.430;22.4
640;4.4;716.0;10.5;0.438;11.6
641;2.4;1012.7;26.1;0.482;27.0
642;2.2;895.4;21.0;0.430;22.4
643;2.3;715.8;9.4;0.425;11.6
644;6.2;1010.3;29.8;0.461;27.0
645;2.9;894.7;20.8;0.426;22.4
646;8.4;718.2;12.7;0.428;11.6
647;3.2;1012.3;26.7;0.462;27.0
648;1.8;896.7;22.2;0.425;22.4
649;3.1;715.9;9.8;0.430;11.6
650;2.6;1010.9;27.5;0.493;27.0
651;5.0;894.8;20.9;0.400;22.4
652;6.0;716.6;10.1;0.438;11.6
653;4.9;1014.4;25.4;0.506;27.0
654;10.6;896.5;23.7;0.396;22.4
655;1.5;716.0;7.9;0.417;11.6
656;3.6;1011.1;27.1;0.483;27.0
657;4.0;894.5;20.5;0.391;22.4
658;8.9;718.1;14.6;0.410;11.6
659;1.8;1013.4;25.5;0.484;27.0
660;7.9;896.3;22.6;0.387;22.4
661;1.5;715.2;8.0;0.414;11.6
662;4.6;1009.8;28.3;0.480;27.0
663;4.5;892.9;20.1;0.372;22.4
664;8.2;718.9;14.1;0.399;11.6
665;0.7;1012.5;24.5;0.492;27.0
666;10.8;896.2;23.7;0.367;22.4
667;1.1;715.5;8.9;0.380;11.6
668;5.2;1010.0;29.2;0.471;27.0
669;4.0;894.3;21.1;0.353;22.4
670;7.7;719.2;15.3;0.375;11.5
671;0.4;1012.3;25.7;0.465;27.0
672;9.1;896.4;24.0;0.349;22.4
673;1.1;715.3;9.1;0.354;11.5
674;3.8;1010.5;28.1;0.487;27.0
675;4.1;892.9;20.9;0.342;22.4
676;8.7;718.9;16.1;0.357;11.5
677;2.6;1012.9;26.2;0.474;27.0
678;3.1;896.0;24.0;0.342;22.4
679;0.8;715.3;9.7;0.407;11.5
680;4.2;1010.4;27.7;0.505;27.0
681;4.3;892.8;21.3;0.339;22.4
682;7.6;718.0;15.2;0.401;11.5
683;2.3;1013.3;25.7;0.500;27.0
684;4.3;895.5;24.5;0.340;22.4
685;0.5;714.6;9.1;0.411;11.5
686;6.5;1010.5;28.3;0.482;27.0
687;4.7;892.1;21.6;0.339;22.4
688;5.9;717.3;15.6;0.395;11.5
689;5.4;1012.4;25.3;0.486;27.0
690;1.9;894.9;24.6;0.339;22.4
691;1.5;714.8;9.6;0.420;11.5
692;6.1;1010.0;28.4;0.460;27.0
693;1.8;892.7;21.1;0.388;22.4
694;7.4;717.7;13.4;0.419;11.5
695;4.0;1012.8;25.4;0.458;27.0
696;6.3;894.8;21.6;0.416;22.4
697;1.5;715.3;8.7;0.411;11.5
698;8.8;1010.5;28.2;0.450;27.0
699;1.8;893.6;21.4;0.380;22.4
700;6.2;718.2;15.6;0.395;11.5
701;5.3;1012.4;26.2;0.449;27.0
702;1.5;896.2;24.4;0.396;22.4
703;2.4;716.1;10.1;0.395;11.5
704;5.1;1009.4;29.2;0.434;27.0
705;4.0;893.8;21.9;0.380;22.4
706;4.5;717.7;12.3;0.407;11.5
707;4.1;1011.8;25.7;0.434;27.0
708;5.2;895.7;24.2;0.408;22.4
709;2.1;715.8;10.5;0.439;11.5
710;4.1;1010.4;29.4;0.418;27.0
711;4.7;894.1;21.1;0.426;22.4
712;7.9;717.8;13.3;0.423;11.5
713;3.4;1012.5;26.3;0.421;27.0
714;1.1;895.7;23.3;0.422;22.4
715;1.9;715.5;9.3;0.416;11.5
716;8.0;1010.2;27.9;0.420;27.0
717;5.4;892.7;21.1;0.406;22.4
718;8.2;718.6;13.7;0.415;11.5
719;4.2;1012.7;26.0;0.427;26.9
720;8.0;894.8;24.3;0.396;22.4
721;0.0;716.0;10.2;0.417;11.5
722;9.6;1010.1;28.4;0.420;26.9
723;5.4;893.1;21.6;0.375;22.4
724;5.4;717.3;11.6;0.438;11.5
725;2.5;1013.1;25.6;0.429;26.9
726;6.6;895.6;24.8;0.368;22.4
727;3.1;716.1;10.5;0.437;11.5
728;8.9;1009.8;29.4;0.418;26.9
729;5.2;894.4;21.8;0.369;22.4
730;10.2;718.1;12.2;0.435;11.5
731;4.3;1012.8;25.7;0.417;27.0
732;2.5;896.7;23.1;0.412;22.4
733;2.8;716.6;10.1;0.422;11.5
734;2.5;1009.7;29.0;0.405;27.0
735;4.9;895.2;21.1;0.414;22.4
736;5.7;717.6;11.6;0.435;11.5
737;4.7;1012.5;26.3;0.404;27.0
738;1.1;896.0;22.8;0.421;22.4
739;1.8;716.4;9.4;0.421;11.5
740;10.9;1010.5;28.9;0.393;27.0
741;6.1;894.0;20.6;0.419;22.4
742;3.0;716.4;11.2;0.420;11.5
743;4.3;1011.5;26.4;0.398;26.9
744;1.1;895.3;21.8;0.430;22.4
745;2.3;714.7;10.2;0.413;11.5
746;5.4;1009.0;29.3;0.386;26.9
747;4.1;892.1;20.5;0.413;22.4
748;5.2;716.8;13.0;0.415;11.5
749;5.0;1010.6;25.2;0.413;26.9
750;4.7;894.3;22.9;0.412;22.4
751;3.1;714.6;9.0;0.417;11.5
752;7.2;1008.1;29.1;0.401;26.9
753;4.7;891.6;21.1;0.398;22.4
754;6.5;717.7;14.8;0.406;11.5
755;2.5;1009.8;26.9;0.400;26.9
756;1.9;894.6;22.0;0.420;22.4
757;2.6;715.4;9.3;0.410;11.5
758;7.6;1008.4;28.9;0.410;27.0
759;5.2;891.5;21.4;0.396;22.4
760;4.0;717.9;15.3;0.407;11.5
761;3.1;1011.8;25.7;0.412;27.0
762;2.8;894.8;24.2;0.390;22.4
763;4.7;715.4;10.6;0.399;11.5
764;3.6;1009.4;28.3;0.405;27.0
765;4.7;893.3;21.5;0.394;22.4
766;6.8;717.4;12.4;0.435;11.5
767;3.6;1010.8;26.5;0.414;27.0
768;1.1;895.9;22.5;0.422;22.4
769;2.5;716.4;10.4;0.427;11.5
770;4.8;1009.4;28.3;0.453;27.0
771;4.0;894.1;21.1;0.406;22.4
772;2.5;717.0;11.3;0.418;11.5
773;2.5;1011.2;26.1;0.471;27.0
774;6.7;895.7;23.3;0.405;22.3
775;4.7;716.5;10.0;0.439;11.5
776;4.4;1009.7;29.5;0.446;27.0
777;4.7;895.5;21.3;0.430;22.3
778;3.0;717.8;11.5;0.421;11.5
779;4.3;1011.6;26.7;0.439;27.0
780;6.0;896.3;21.7;0.426;22.3
781;3.3;715.7;9.4;0.410;11.5
782;6.3;1008.8;30.0;0.425;27.0
783;4.5;894.1;21.2;0.412;22.3
784;4.3;718.6;15.3;0.400;11.5
785;4.1;1012.2;27.3;0.422;27.0
786;3.9;895.9;24.4;0.402;22.3
787;1.3;715.9;10.3;0.388;11.5
788;3.6;1010.1;29.6;0.409;27.0
789;3.7;893.4;21.7;0.400;22.3
790;5.6;718.0;15.6;0.377;11.5
791;5.1;1012.8;26.8;0.409;27.0
792;4.1;895.4;24.9;0.396;22.3
793;2.3;715.8;9.8;0.413;11.4
794;7.7;1010.8;29.9;0.388;27.0
795;4.4;892.9;22.1;0.388;22.3
796;7.8;718.5;14.4;0.430;11.4
797;3.7;1014.2;26.2;0.398;27.0
798;3.2;895.3;23.0;0.406;22.3
799;0.8;715.9;10.5;0.436;11.4
800;3.2;1011.1;29.6;0.384;27.0
801;1.8;894.0;21.5;0.411;22.3
802;6.3;717.5;10.8;0.434;11.4
803;2.8;1012.6;26.6;0.382;27.0
804;0.4;896.1;22.2;0.415;22.3
805;2.5;715.4;9.1;0.404;11.4
806;4.4;1009.9;29.6;0.372;27.0
807;3.4;892.1;19.8;0.415;22.3
808;8.0;718.3;14.9;0.392;11.5
809;4.3;1011.2;26.7;0.376;27.0
810;1.1;895.6;23.3;0.410;22.3
811;1.8;715.3;8.9;0.401;11.5
812;4.6;1010.5;28.2;0.383;27.0
813;3.1;892.6;21.3;0.411;22.3
814;4.6;717.6;14.4;0.390;11.5
815;0.4;1011.9;25.7;0.405;27.0
816;2.6;895.4;22.9;0.408;22.3
817;3.1;715.0;10.4;0.417;11.5
818;7.5;1009.1;28.7;0.396;27.0
819;5.1;893.6;20.9;0.411;22.3
820;5.8;717.4;11.8;0.421;11.5
821;3.1;1010.7;25.2;0.397;27.0
822;3.2;895.7;21.7;0.419;22.3
823;8.5;715.3;9.8;0.436;11.5
824;10.0;1009.0;28.9;0.385;27.0
825;5.4;894.2;20.8;0.388;22.3
826;4.1;715.9;10.5;0.422;11.4
827;2.8;1011.2;25.9;0.385;27.0
828;6.5;895.2;23.8;0.391;22.3
829;1.8;715.9;8.4;0.413;11.4
830;11.9;1010.6;28.9;0.376;27.0
831;4.8;893.8;20.9;0.399;22.3
832;6.4;717.8;11.3;0.435;11.4
833;5.4;1013.3;25.4;0.389;27.0
834;4.1;895.4;22.0;0.429;22.3
835;1.6;716.0;9.6;0.411;11.4
836;4.8;1010.4;29.7;0.376;27.0
837;5.5;893.8;20.5;0.413;22.3
838;3.6;717.6;12.4;0.422;11.4
839;4.1;1012.9;26.5;0.375;27.0
840;3.6;895.8;23.0;0.408;22.3
841;2.3;716.0;9.7;0.421;11.4
842;9.9;1010.3;29.5;0.364;27.0
843;4.4;893.5;20.2;0.413;22.3
844;4.5;718.1;13.5;0.415;11.4
845;3.7;1011.5;25.5;0.362;27.0
846;5.8;896.1;23.7;0.405;22.3
847;2.6;715.6;10.8;0.432;11.4
848;10.2;1009.5;30.4;0.349;27.0
849;5.8;893.9;21.4;0.408;22.3
850;2.9;717.4;10.8;0.439;11.4
851;3.1;1012.1;25.7;0.348;27.0
852;1.5;896.0;24.0;0.422;22.3
853;3.3;716.3;9.0;0.416;11.4
854;9.8;1010.3;29.7;0.339;27.0
855;6.1;894.2;21.5;0.415;22.3
856;5.4;718.0;13.3;0.424;11.4
857;2.5;1012.0;25.3;0.343;27.0
858;3.6;895.6;24.6;0.418;22.3
859;3.8;715.6;9.2;0.418;11.4
860;8.0;1010.1;29.3;0.335;27.0
861;4.9;894.5;21.9;0.403;22.3
862;4.0;717.1;10.3;0.432;11.4
863;3.5;1013.3;25.0;0.335;27.0
864;6.9;896.4;24.4;0.402;22.3
865;2.9;716.2;9.3;0.416;11.4
866;9.0;1010.2;29.4;0.331;27.0
867;6.6;894.5;21.8;0.407;22.3
868;6.2;717.3;10.5;0.437;11.4
869;4.6;1012.4;25.2;0.331;27.0
870;4.0;896.5;23.1;0.421;22.3
871;1.9;715.6;9.7;0.428;11.4
872;10.1;1010.2;29.0;0.329;27.0
873;5.2;894.7;21.5;0.404;22.3
874;5.4;716.6;10.7;0.437;11.4
875;4.6;1011.1;25.1;0.329;27.0
876;6.6;895.7;24.2;0.397;22.3
877;3.3;715.8;9.5;0.436;11.4
878;12.4;1010.0;29.1;0.325;27.0
879;5.6;894.5;21.3;0.400;22.3
880;4.1;716.9;10.8;0.431;11.4
881;3.9;1011.5;25.0;0.326;27.0
882;7.0;895.8;22.9;0.406;22.3
883;5.8;715.9;9.0;0.434;11.4
884;11.9;1009.9;29.1;0.319;27.0
885;4.6;894.7;20.9;0.398;22.3
886;6.2;717.8;13.8;0.409;11.4
887;5.2;1012.9;25.4;0.324;27.0
888;7.6;896.2;23.1;0.390;22.3
889;0.4;714.7;9.9;0.393;11.4
890;9.7;1011.9;29.5;0.320;27.0
891;4.7;893.2;20.6;0.383;22.3
892;6.0;717.1;14.9;0.387;11.4
893;7.0;1014.2;25.9;0.321;27.0
894;4.5;895.1;23.7;0.373;22.3
895;2.3;714.7;10.6;0.390;11.4
896;10.1;1013.1;29.1;0.317;27.0
897;3.8;893.8;21.2;0.369;22.3
898;6.0;717.3;14.2;0.389;11.4
899;5.4;1014.4;25.1;0.316;27.0
900;1.8;895.2;22.7;0.383;22.3
901;2.0;715.7;9.2;0.408;11.4
902;9.2;1012.2;30.0;0.308;27.0
903;1.9;894.6;21.5;0.408;22.3
904;10.6;717.2;14.2;0.417;11.4
905;4.6;1013.6;25.3;0.308;27.0
906;3.1;895.4;21.9;0.402;22.3
907;0.7;715.5;9.7;0.420;11.4
908;4.0;1011.6;29.8;0.305;27.0
909;2.0;894.8;20.4;0.417;22.3
910;7.6;718.8;13.2;0.419;11.3
911;4.3;1014.6;25.6;0.305;27.0
912;2.1;896.7;23.2;0.415;22.3
913;3.5;716.0;9.6;0.407;11.3
914;10.5;1011.4;29.5;0.299;27.0
915;2.3;896.1;21.2;0.430;22.3
916;5.0;718.2;15.2;0.408;11.3
917;2.5;1013.8;25.6;0.307;27.0
918;1.5;896.4;23.1;0.422;22.3
919;1.1;716.2;10.6;0.421;11.3
920;9.5;1012.1;29.5;0.302;27.0
921;2.9;894.5;20.9;0.424;22.3
922;4.7;717.0;13.1;0.411;11.3
923;4.0;1012.9;25.8;0.302;27.0
924;3.1;895.3;23.6;0.423;22.3
925;2.1;715.3;9.0;0.414;11.3
926;4.8;1011.8;29.1;0.311;27.0
927;4.1;892.9;21.1;0.412;22.3
928;7.0;717.6;14.2;0.407;11.3
929;2.3;1013.3;25.3;0.314;27.0
930;3.3;895.4;21.9;0.424;22.3
931;4.3;715.2;9.3;0.410;11.3
932;7.6;1010.6;28.9;0.311;27.1
933;6.6;893.9;20.0;0.417;22.3
934;6.9;717.1;13.9;0.400;11.3
935;4.3;1011.1;25.3;0.310;27.1
936;2.3;895.3;23.6;0.409;22.3
937;2.5;715.0;9.2;0.403;11.3
938;9.8;1010.1;28.7;0.313;27.1
939;4.4;892.8;21.0;0.399;22.3
940;6.6;718.1;12.6;0.427;11.3
941;4.1;1013.0;24.3;0.313;27.1
942;1.6;896.5;23.6;0.420;22.3
943;1.6;717.0;9.4;0.422;11.3
944;11.7;1012.2;28.1;0.309;27.1
945;6.5;895.2;20.5;0.421;22.3
946;4.5;719.0;13.6;0.409;11.3
947;4.3;1013.7;25.1;0.314;27.1
948;3.1;897.6;23.4;0.420;22.2
949;3.3;716.8;8.5;0.413;11.3
950;11.6;1013.4;28.4;0.309;27.1
951;5.0;895.3;20.6;0.410;22.2
952;7.0;719.0;14.0;0.400;11.3
953;1.5;1013.7;24.5;0.309;27.1
954;8.4;896.8;24.0;0.401;22.2
955;3.8;715.3;9.6;0.382;11.3
956;11.4;1010.4;30.7;0.308;27.1
957;6.2;895.5;21.1;0.399;22.2
958;4.4;719.3;14.7;0.381;11.3
959;4.6;1012.2;25.6;0.307;27.1
960;7.0;897.6;24.0;0.387;22.2
961;2.6;715.7;9.5;0.379;11.3
962;10.2;1011.1;29.4;0.304;27.1
963;6.3;893.0;20.3;0.382;22.2
964;5.1;717.8;15.2;0.373;11.3
965;7.9;1013.5;25.1;0.309;27.1
966;6.8;895.3;23.7;0.373;22.2
967;1.8;714.9;8.3;0.393;11.3
968;7.8;1013.1;27.8;0.307;27.1
969;6.0;892.2;20.3;0.365;22.2
970;6.5;717.8;14.4;0.377;11.3
971;4.3;1013.6;24.5;0.308;27.1
972;6.4;895.3;23.8;0.363;22.2
973;3.1;715.1;8.9;0.376;11.3
974;10.9;1011.8;30.5;0.304;27.1
975;4.0;894.9;21.0;0.398;22.2
976;7.2;718.0;15.1;0.368;11.3
977;3.3;1015.0;25.8;0.311;27.1
978;5.5;896.2;22.7;0.385;22.2
979;2.2;714.9;9.0;0.350;11.3
980;8.8;1011.9;28.5;0.311;27.1
981;1.5;893.3;20.5;0.369;22.2
982;5.4;717.5;14.9;0.352;11.3
983;4.4;1014.2;25.1;0.311;27.1
984;2.2;895.7;22.4;0.374;22.2
985;0.8;713.7;9.5;0.351;11.3
986;11.3;1010.3;29.7;0.308;27.1
987;3.8;891.6;19.7;0.380;22.2
988;5.1;716.6;15.2;0.347;11.3
989;3.6;1011.6;24.8;0.308;27.1
990;1.8;894.2;23.2;0.372;22.2
991;2.6;714.6;9.8;0.380;11.3
992;4.3;1009.6;29.5;0.303;27.1
993;4.5;892.9;21.0;0.400;22.2
994;7.2;716.3;10.9;0.437;11.3
995;1.3;1012.6;25.1;0.310;27.1
996;1.8;895.4;22.2;0.411;22.2
997;2.4;716.0;8.9;0.437;11.3
998;10.6;1011.0;28.2;0.310;27.1
999;6.0;895.1;19.8;0.418;22.2
1000;1.6;716.2;9.4;0.435;11.3
1001;6.7;1012.8;25.4;0.310;27.1
1002;5.1;896.7;21.6;0.413;22.2
1003;1.4;715.3;9.0;0.428;11.3
1004;10.2;1011.7;28.0;0.311;27.1
1005;6.5;894.1;20.0;0.406;22.2
1006;3.3;716.4;9.9;0.437;11.3
1007;4.2;1013.6;25.0;0.310;27.1
1008;4.7;895.9;23.1;0.394;22.2
1009;1.6;715.4;8.5;0.439;11.3
1010;7.1;1009.8;29.5;0.305;27.1
1011;5.3;894.0;21.1;0.386;22.2
1012;4.9;718.1;14.1;0.411;11.3
1013;1.1;1012.3;25.9;0.304;27.0
1014;4.7;895.9;22.5;0.392;22.2
1015;1.5;715.0;8.6;0.416;11.3
1016;6.3;1010.3;28.4;0.308;27.0
1017;2.9;893.9;21.2;0.390;22.2
1018;4.9;717.1;13.0;0.408;11.3
1019;7.7;1012.3;24.9;0.319;27.0
1020;4.1;894.6;23.8;0.384;22.2
1021;2.9;714.7;10.6;0.431;11.3
1022;8.7;1011.2;27.0;0.320;27.0
1023;5.4;892.7;21.3;0.373;22.1
1024;5.8;716.3;10.9;0.435;11.3
1025;2.9;1012.2;24.8;0.325;27.0
1026;6.9;895.0;23.3;0.383;22.1
1027;0.8;714.8;9.0;0.419;11.3
1028;7.1;1009.1;29.6;0.319;27.0
1029;5.1;893.9;21.1;0.377;22.1
1030;4.8;715.3;9.6;0.439;11.3
1031;2.9;1011.5;25.2;0.319;27.0
1032;4.3;895.0;22.5;0.418;22.1
1033;1.8;714.9;9.2;0.434;11.3
1034;8.3;1009.4;29.0;0.316;27.0
1035;5.5;893.8;20.6;0.430;22.1
1036;9.7;716.0;9.7;0.434;11.3
1037;2.4;1012.6;25.9;0.318;27.0
1038;2.5;895.3;23.0;0.420;22.1
1039;3.4;715.1;8.5;0.412;11.3
1040;10.1;1009.7;28.5;0.316;27.0
1041;7.2;894.1;20.4;0.430;22.1
1042;8.3;718.1;13.0;0.425;11.3
1043;4.7;1012.4;25.0;0.327;27.0
1044;1.8;895.6;22.1;0.428;22.1
1045;1.8;715.0;8.9;0.418;11.2
1046;10.9;1010.5;27.9;0.323;27.0
1047;4.7;893.4;20.5;0.430;22.1
1048;4.6;714.9;10.1;0.421;11.2
1049;4.7;1011.4;25.1;0.323;27.0
1050;1.9;894.0;22.6;0.429;22.1
1051;0.0;714.1;9.6;0.419;11.2
1052;11.0;1009.4;29.0;0.317;27.0
1053;4.5;891.6;20.1;0.415;22.1
1054;7.7;716.7;14.2;0.402;11.2
1055;5.2;1011.7;25.8;0.321;27.0
1056;5.2;894.1;23.7;0.400;22.1
1057;3.9;713.7;8.5;0.409;11.2
1058;8.9;1009.6;28.2;0.316;27.0
1059;3.2;890.7;21.2;0.389;22.1
1060;6.1;715.6;11.3;0.408;11.2
1061;7.3;1011.7;24.6;0.316;27.0
1062;2.6;894.7;23.5;0.385;22.1
1063;4.5;714.1;9.7;0.414;11.2
1064;11.5;1010.5;28.4;0.314;27.0
1065;3.3;892.1;21.1;0.390;22.1
1066;6.5;716.1;11.9;0.425;11.2
1067;6.9;1012.3;25.0;0.347;27.0
1068;0.4;894.6;23.5;0.421;22.1
1069;4.3;713.9;9.5;0.436;11.2
1070;8.8;1011.1;27.7;0.341;27.0
1071;4.7;891.9;19.9;0.423;22.1
1072;6.5;716.5;13.4;0.415;11.2
1073;3.3;1012.1;25.0;0.343;27.0
1074;2.5;893.6;23.2;0.417;22.1
1075;3.2;713.6;8.0;0.407;11.2
1076;6.9;1008.5;29.1;0.334;27.0
1077;5.4;891.6;20.6;0.416;22.1
1078;4.7;716.2;13.6;0.397;11.2
1079;5.1;1011.5;25.4;0.333;27.0
1080;4.0;893.7;22.8;0.416;22.1
1081;1.8;714.6;9.1;0.415;11.2
1082;8.7;1009.4;28.4;0.331;27.0
1083;2.5;893.2;20.3;0.430;22.1
1084;5.8;717.1;12.4;0.427;11.2
1085;6.6;1011.8;25.4;0.333;27.0
1086;3.7;895.1;23.0;0.425;22.1
1087;2.0;714.2;8.8;0.414;11.2
1088;12.3;1010.7;27.7;0.328;27.0
1089;5.2;892.4;20.3;0.419;22.1
1090;5.8;716.8;14.7;0.400;11.2
1091;4.3;1012.4;24.3;0.311;27.1
1092;1.8;894.3;23.6;0.405;22.1
1093;1.8;713.6;10.0;0.391;11.2
1094;8.3;1010.5;28.3;0.309;27.1
1095;6.2;891.4;21.1;0.393;22.1
1096;5.4;715.8;13.7;0.402;11.2
1097;1.8;1011.8;24.6;0.310;27.1
1098;2.2;893.6;23.6;0.401;22.1
1099;3.2;713.8;9.4;0.414;11.2
1100;10.1;1009.5;28.8;0.309;27.1
1101;4.1;891.8;20.9;0.400;22.1
1102;2.5;714.6;9.9;0.417;11.2
1103;1.8;1011.5;24.4;0.315;27.1
1104;3.7;894.1;22.7;0.422;22.1
1105;2.8;713.3;9.5;0.406;11.2
1106;5.4;1010.2;28.5;0.311;27.1
1107;3.7;891.2;20.1;0.414;22.1
1108;3.9;714.9;11.2;0.402;11.2
1109;4.3;1012.2;25.1;0.311;27.1
1110;4.0;893.9;22.2;0.417;22.1
1111;3.3;714.0;8.9;0.416;11.2
1112;10.3;1010.6;27.7;0.313;27.1
1113;4.3;892.6;20.3;0.409;22.1
1114;4.8;715.7;12.2;0.401;11.1
1115;4.9;1012.5;24.2;0.315;27.1
1116;3.3;894.2;21.2;0.427;22.1
1117;2.8;714.4;9.4;0.416;11.1
1118;10.1;1011.4;28.8;0.311;27.1
1119;4.3;892.5;19.3;0.417;22.1
1120;6.8;716.8;13.8;0.407;11.1
1121;5.4;1012.4;23.9;0.325;27.1
1122;3.1;895.1;22.1;0.409;22.1
1123;1.9;714.5;9.3;0.428;11.1
1124;10.9;1010.4;28.9;0.323;27.1
1125;0.8;894.3;20.7;0.426;22.1
1126;6.1;716.3;10.9;0.428;11.1
1127;4.8;1012.4;24.6;0.323;27.1
1128;2.2;895.1;21.5;0.425;22.1
1129;2.6;714.7;9.0;0.403;11.1
1130;6.3;1011.1;27.4;0.321;27.1
1131;3.0;893.4;20.5;0.419;22.1
1132;4.4;716.8;13.9;0.395;11.1
1133;5.5;1013.5;23.5;0.326;27.1
1134;2.3;895.5;23.0;0.413;22.1
1135;2.5;713.8;7.7;0.416;11.1
1136;8.3;1011.7;27.5;0.324;27.1
1137;3.9;891.0;20.3;0.403;22.1
1138;6.9;716.2;11.6;0.415;11.1
1139;2.6;1012.8;24.3;0.324;27.1
1140;3.2;894.5;23.8;0.400;22.1
1141;2.0;713.9;7.3;0.412;11.1
1142;11.3;1010.0;28.3;0.321;27.1
1143;5.2;892.7;20.7;0.392;22.1
1144;4.7;715.8;9.7;0.410;11.1
1145;2.8;1012.1;24.3;0.322;27.1
1146;5.7;895.4;23.1;0.396;22.0
1147;3.4;714.4;8.3;0.408;11.1
1148;10.9;1009.1;29.0;0.317;27.1
1149;4.8;893.0;20.8;0.393;22.0
1150;7.4;717.1;12.1;0.412;11.1
1151;1.6;1013.3;24.3;0.318;27.0
1152;2.5;895.3;21.1;0.406;22.0
1153;2.5;715.2;8.0;0.415;11.1
1154;3.7;1013.0;27.7;0.315;27.0
1155;5.1;893.8;19.5;0.403;22.0
1156;6.5;717.2;13.6;0.400;11.1
1157;3.8;1013.1;23.4;0.315;27.0
1158;4.1;895.4;23.0;0.400;22.0
1159;1.1;714.7;8.1;0.413;11.1
1160;6.3;1010.9;28.2;0.312;27.0
1161;3.4;892.6;20.4;0.383;22.0
1162;5.8;717.3;14.0;0.396;11.1
1163;4.7;1012.9;24.8;0.318;27.0
1164;2.9;895.7;23.4;0.382;22.0
1165;4.6;714.7;8.4;0.409;11.1
1166;11.4;1010.9;28.3;0.315;27.0
1167;2.6;893.9;20.6;0.377;22.0
1168;3.9;716.9;10.6;0.413;11.0
1169;7.6;1014.0;25.1;0.315;27.0
1170;4.2;895.9;23.2;0.411;22.0
1171;2.2;715.1;9.2;0.416;11.0
1172;10.0;1010.4;27.7;0.316;27.0
1173;5.8;893.5;20.2;0.393;22.0
1174;6.1;717.3;12.7;0.413;11.0
1175;4.5;1012.5;23.5;0.316;27.0
1176;4.7;895.9;22.6;0.416;22.0
1177;0.8;715.5;9.0;0.416;11.0
1178;13.7;1010.1;29.4;0.311;27.0
1179;7.0;894.9;20.2;0.401;22.0
1180;3.7;715.9;10.8;0.430;11.0
1181;1.3;1012.7;23.9;0.315;27.0
1182;4.7;895.1;22.8;0.400;22.0
1183;2.7;714.9;7.9;0.423;11.0
1184;12.9;1009.2;28.6;0.312;27.0
1185;5.7;893.6;20.7;0.385;22.0
1186;6.4;717.3;13.5;0.405;11.0
1187;4.0;1011.6;23.9;0.313;27.0
1188;9.0;895.3;22.5;0.383;22.0
1189;1.8;714.2;7.9;0.401;11.0
1190;12.4;1009.4;28.2;0.317;27.0
1191;6.2;893.3;20.2;0.365;22.0
1192;3.8;717.3;13.7;0.393;11.0
1193;7.6;1010.8;25.5;0.321;27.0
1194;5.2;895.6;20.8;0.373;22.0
1195;5.6;713.4;8.3;0.399;11.0
1196;9.7;1010.6;26.8;0.322;27.0
1197;4.8;893.7;20.3;0.356;22.0
1198;0.7;714.9;10.0;0.399;11.0
1199;2.2;1011.0;24.5;0.323;27.0
1200;8.3;894.7;23.0;0.379;22.0
1201;1.8;714.0;8.6;0.400;11.0
1202;9.9;1008.7;29.0;0.318;27.0
1203;4.7;893.0;20.4;0.368;22.0
1204;4.7;714.0;8.6;0.429;11.0
1205;4.2;1010.3;24.6;0.321;27.0
1206;8.1;894.1;22.8;0.378;22.0
1207;1.8;714.0;8.4;0.416;11.0
1208;7.7;1009.2;28.3;0.316;27.0
1209;5.2;893.0;20.9;0.354;22.0
1210;6.2;714.4;9.0;0.437;10.9
1211;5.4;1011.3;24.7;0.317;27.0
1212;9.3;894.7;23.2;0.354;21.9
1213;4.7;713.9;8.4;0.434;10.9
1214;9.3;1010.3;27.6;0.319;27.0
1215;5.9;893.1;20.2;0.363;21.9
1216;6.2;716.2;11.8;0.430;10.9
1217;5.0;1012.6;24.6;0.318;27.0
1218;7.6;894.7;23.5;0.351;21.9
1219;2.3;714.0;7.6;0.415;10.9
1220;10.1;1010.2;28.7;0.314;27.0
1221;5.2;893.0;21.0;0.323;21.9
1222;2.9;715.4;9.8;0.408;10.9
1223;5.5;1013.0;24.1;0.316;27.0
1224;3.1;894.9;22.7;0.349;21.9
1225;0.7;714.4;7.7;0.403;10.9
1226;6.9;1012.1;28.4;0.313;27.0
1227;5.4;891.8;20.3;0.344;21.9
1228;5.8;716.5;14.0;0.392;10.9
1229;4.4;1013.0;24.0;0.321;27.0
1230;2.9;894.4;22.7;0.348;21.9
1231;2.6;713.9;8.0;0.418;10.9
1232;9.7;1010.7;28.8;0.317;27.0
1233;4.0;892.2;20.4;0.337;21.9
1234;10.3;716.9;13.0;0.414;10.9
1235;5.0;1012.8;24.3;0.317;26.9
1236;3.3;895.1;20.8;0.376;21.9
1237;0.8;714.7;7.9;0.414;10.9
